Format Version,1.21,Take Name,evo_flight_11,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-07-20 10.57.49 AM,Total Frames in Take,14678,Total Exported Frames,14678,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z
3153,26.275000,-0.005089,-0.698916,-0.004572,-0.715171,-0.663280,0.062870,-0.517952
3154,26.283333,-0.005051,-0.699033,-0.004668,-0.715056,-0.663268,0.062827,-0.517941
3155,26.291667,-0.004207,-0.698392,-0.005135,-0.715684,-0.663217,0.062782,-0.518019
3156,26.300000,-0.005335,-0.699058,-0.004417,-0.715032,-0.663242,0.062905,-0.517908
3157,26.308333,-0.004581,-0.698447,-0.005192,-0.715628,-0.663278,0.062790,-0.518056
3158,26.316667,-0.004899,-0.699122,-0.005107,-0.714967,-0.663297,0.062786,-0.517934
3159,26.325000,-0.005108,-0.698425,-0.004943,-0.715648,-0.663240,0.062834,-0.518035
3160,26.333333,-0.005142,-0.699097,-0.004478,-0.714995,-0.663273,0.062913,-0.517930
3161,26.341667,-0.004547,-0.698418,-0.005340,-0.715656,-0.663222,0.062835,-0.518039
3162,26.350000,-0.005171,-0.699027,-0.004718,-0.715061,-0.663279,0.062833,-0.517921
3163,26.358333,-0.004650,-0.698519,-0.005001,-0.715559,-0.663233,0.062759,-0.518055
3164,26.366667,-0.005105,-0.698459,-0.005114,-0.715614,-0.663197,0.062898,-0.517996
3165,26.375000,-0.004907,-0.698460,-0.005307,-0.715612,-0.663237,0.062845,-0.518029
3166,26.383333,-0.004579,-0.698544,-0.005109,-0.715535,-0.663237,0.062809,-0.518011
3167,26.391667,-0.004725,-0.698378,-0.005496,-0.715692,-0.663230,0.062793,-0.518047
3168,26.400000,-0.005290,-0.699148,-0.004703,-0.714942,-0.663295,0.062893,-0.517948
3169,26.408333,-0.004817,-0.699130,-0.004465,-0.714964,-0.663292,0.062831,-0.517953
3170,26.416667,-0.005260,-0.699005,-0.004858,-0.715081,-0.663289,0.062859,-0.517958
3171,26.425000,-0.004806,-0.698398,-0.005358,-0.715674,-0.663262,0.062794,-0.518062
3172,26.433333,-0.005121,-0.698513,-0.004926,-0.715562,-0.663237,0.062854,-0.518021
3173,26.441667,-0.004562,-0.698455,-0.005619,-0.715617,-0.663208,0.062898,-0.518003
3174,26.450000,-0.004890,-0.699036,-0.004791,-0.715054,-0.663287,0.062809,-0.517963
3175,26.458333,-0.004605,-0.698463,-0.005145,-0.715612,-0.663230,0.062856,-0.518011
3176,26.466667,-0.005241,-0.698483,-0.005555,-0.715586,-0.663247,0.062841,-0.518019
3177,26.475000,-0.004188,-0.698537,-0.004787,-0.715546,-0.663224,0.062841,-0.517989
3178,26.483333,-0.004499,-0.698282,-0.005354,-0.715789,-0.663209,0.062863,-0.518003
3179,26.491667,-0.005017,-0.699030,-0.004813,-0.715059,-0.663305,0.062788,-0.517957
3180,26.500000,-0.005139,-0.699136,-0.004570,-0.714956,-0.663323,0.062847,-0.517966
3181,26.508333,-0.004401,-0.698377,-0.005044,-0.715699,-0.663190,0.062808,-0.518003
3182,26.516667,-0.004863,-0.698391,-0.005254,-0.715681,-0.663245,0.062835,-0.518038
3183,26.525000,-0.005185,-0.698430,-0.005079,-0.715642,-0.663209,0.062872,-0.518015
3184,26.533333,-0.005054,-0.699047,-0.004911,-0.715041,-0.663295,0.062877,-0.517954
3185,26.541667,-0.004848,-0.698435,-0.005068,-0.715639,-0.663202,0.062861,-0.518025
3186,26.550000,-0.004262,-0.698596,-0.004919,-0.715486,-0.663206,0.062841,-0.518003
3187,26.558333,-0.005166,-0.698518,-0.005160,-0.715555,-0.663250,0.062890,-0.518031
3188,26.566667,-0.005048,-0.698506,-0.004971,-0.715569,-0.663219,0.062894,-0.518008
3189,26.575000,-0.005156,-0.699029,-0.004632,-0.715060,-0.663273,0.062872,-0.517950
3190,26.583333,-0.004820,-0.699104,-0.004560,-0.714990,-0.663301,0.062863,-0.517950
3191,26.591667,-0.004832,-0.698376,-0.005323,-0.715695,-0.663236,0.062788,-0.518062
3192,26.600000,-0.004243,-0.698517,-0.005255,-0.715562,-0.663229,0.062828,-0.518039
3193,26.608333,-0.005467,-0.699072,-0.004914,-0.715014,-0.663262,0.062906,-0.517940
3194,26.616667,-0.005302,-0.699123,-0.004823,-0.714966,-0.663287,0.062860,-0.517955
3195,26.625000,-0.005007,-0.698578,-0.004987,-0.715499,-0.663243,0.062840,-0.518045
3196,26.633333,-0.004814,-0.698514,-0.005131,-0.715562,-0.663215,0.062861,-0.518036
3197,26.641667,-0.005115,-0.698575,-0.005082,-0.715500,-0.663247,0.062849,-0.518004
3198,26.650000,-0.004966,-0.698540,-0.005032,-0.715536,-0.663220,0.062836,-0.518015
3199,26.658333,-0.004625,-0.698915,-0.005053,-0.715172,-0.663288,0.062872,-0.517941
3200,26.666667,-0.004848,-0.698593,-0.004901,-0.715486,-0.663251,0.062834,-0.518042
3201,26.675000,-0.004344,-0.698484,-0.005143,-0.715594,-0.663226,0.062818,-0.518045
3202,26.683333,-0.004462,-0.698438,-0.005404,-0.715636,-0.663232,0.062895,-0.517997
3203,26.691667,-0.004653,-0.698421,-0.005395,-0.715652,-0.663238,0.062859,-0.518027
3204,26.700000,-0.004709,-0.698450,-0.005229,-0.715625,-0.663232,0.062874,-0.518036
3205,26.708333,-0.005099,-0.699074,-0.004612,-0.715016,-0.663251,0.062841,-0.517911
3206,26.716667,-0.004291,-0.698339,-0.005189,-0.715736,-0.663199,0.062843,-0.518044
3207,26.725000,-0.004783,-0.698431,-0.005072,-0.715644,-0.663233,0.062902,-0.517981
3208,26.733333,-0.005010,-0.698433,-0.005004,-0.715641,-0.663204,0.062898,-0.517991
3209,26.741667,-0.005248,-0.698948,-0.004833,-0.715137,-0.663261,0.062877,-0.517931
3210,26.750000,-0.004626,-0.698482,-0.005358,-0.715593,-0.663200,0.062898,-0.518003
3211,26.758333,-0.004589,-0.698447,-0.005194,-0.715628,-0.663233,0.062858,-0.517991
3212,26.766667,-0.004697,-0.698618,-0.005184,-0.715461,-0.663225,0.062859,-0.517990
3213,26.775000,-0.004417,-0.698565,-0.004860,-0.715517,-0.663229,0.062784,-0.518031
3214,26.783333,-0.005494,-0.698962,-0.005029,-0.715120,-0.663289,0.062885,-0.517938
3215,26.791667,-0.004593,-0.698353,-0.005063,-0.715721,-0.663197,0.062916,-0.517980
3216,26.800000,-0.004937,-0.699000,-0.004675,-0.715090,-0.663250,0.062880,-0.517948
3217,26.808333,-0.005008,-0.698912,-0.005039,-0.715172,-0.663262,0.062905,-0.517926
3218,26.816667,-0.004637,-0.698484,-0.004979,-0.715593,-0.663201,0.062822,-0.518040
3219,26.825000,-0.005164,-0.698605,-0.005106,-0.715471,-0.663240,0.062880,-0.518003
3220,26.833333,-0.004389,-0.698357,-0.005358,-0.715716,-0.663225,0.062848,-0.518023
3221,26.841667,-0.004783,-0.698435,-0.005302,-0.715638,-0.663257,0.062824,-0.518022
3222,26.850000,-0.004680,-0.698389,-0.005433,-0.715683,-0.663218,0.062917,-0.518039
3223,26.858333,-0.005041,-0.698417,-0.005268,-0.715654,-0.663231,0.062832,-0.518035
3224,26.866667,-0.004511,-0.698405,-0.005328,-0.715669,-0.663239,0.062803,-0.518056
3225,26.875000,-0.004223,-0.698349,-0.005413,-0.715724,-0.663200,0.062815,-0.518012
3226,26.883333,-0.004972,-0.698958,-0.004926,-0.715128,-0.663285,0.062920,-0.517925
3227,26.891667,-0.004447,-0.698297,-0.005339,-0.715774,-0.663229,0.062882,-0.518009
3228,26.900000,-0.005115,-0.699026,-0.004920,-0.715061,-0.663302,0.062824,-0.517975
3229,26.908333,-0.004906,-0.698934,-0.004848,-0.715153,-0.663285,0.062874,-0.517972
3230,26.916667,-0.004856,-0.698480,-0.005083,-0.715595,-0.663217,0.062852,-0.517978
3231,26.925000,-0.004956,-0.698991,-0.005116,-0.715095,-0.663306,0.062854,-0.517946
3232,26.933333,-0.004196,-0.698394,-0.005522,-0.715680,-0.663200,0.062872,-0.517976
3233,26.941667,-0.004613,-0.698264,-0.005538,-0.715804,-0.663197,0.062880,-0.518049
3234,26.950000,-0.004451,-0.698924,-0.005070,-0.715164,-0.663309,0.062817,-0.517961
3235,26.958333,-0.004527,-0.698324,-0.005593,-0.715746,-0.663222,0.062861,-0.518019
3236,26.966667,-0.004849,-0.698925,-0.004885,-0.715162,-0.663290,0.062805,-0.517943
3237,26.975000,-0.005186,-0.698554,-0.005044,-0.715520,-0.663190,0.062891,-0.518002
3238,26.983333,-0.004401,-0.698406,-0.005561,-0.715666,-0.663222,0.062867,-0.518034
3239,26.991667,-0.004707,-0.698363,-0.005307,-0.715709,-0.663202,0.062880,-0.517979
3240,27.000000,-0.005702,-0.699014,-0.004793,-0.715069,-0.663268,0.062894,-0.517956
3241,27.008333,-0.004512,-0.698908,-0.005032,-0.715179,-0.663251,0.062844,-0.517948
3242,27.016667,-0.004882,-0.698980,-0.004831,-0.715108,-0.663293,0.062879,-0.517951
3243,27.025000,-0.004735,-0.699054,-0.004857,-0.715037,-0.663260,0.062822,-0.517942
3244,27.033333,-0.004955,-0.698962,-0.004971,-0.715124,-0.663264,0.062848,-0.517983
3245,27.041667,-0.004530,-0.698384,-0.005647,-0.715686,-0.663199,0.062923,-0.517967
3246,27.050000,-0.004369,-0.698504,-0.005312,-0.715573,-0.663237,0.062801,-0.518014
3247,27.058333,-0.005018,-0.698497,-0.005263,-0.715576,-0.663214,0.062878,-0.518002
3248,27.066667,-0.005005,-0.698922,-0.004971,-0.715163,-0.663252,0.062839,-0.517932
3249,27.075000,-0.004240,-0.698438,-0.005095,-0.715640,-0.663204,0.062853,-0.517983
3250,27.083333,-0.004739,-0.698437,-0.005188,-0.715637,-0.663200,0.062860,-0.518004
3251,27.091667,-0.004718,-0.698371,-0.005523,-0.715699,-0.663176,0.062862,-0.518011
3252,27.100000,-0.004521,-0.698394,-0.005497,-0.715678,-0.663212,0.062872,-0.518023
3253,27.108333,-0.004724,-0.698977,-0.004924,-0.715111,-0.663263,0.062906,-0.517920
3254,27.116667,-0.004446,-0.698313,-0.005288,-0.715759,-0.663197,0.062874,-0.517968
3255,27.125000,-0.004637,-0.698463,-0.005258,-0.715612,-0.663224,0.062837,-0.518015
3256,27.133333,-0.004634,-0.698525,-0.005159,-0.715552,-0.663231,0.062807,-0.518023
3257,27.141667,-0.004266,-0.698395,-0.005256,-0.715681,-0.663224,0.062828,-0.518031
3258,27.150000,-0.004695,-0.699044,-0.004940,-0.715046,-0.663312,0.062855,-0.517942
3259,27.158333,-0.005368,-0.699083,-0.004654,-0.715005,-0.663256,0.062890,-0.517912
3260,27.166667,-0.005230,-0.698992,-0.004727,-0.715095,-0.663293,0.062838,-0.517959
3261,27.175000,-0.004732,-0.698580,-0.005163,-0.715498,-0.663214,0.062837,-0.518018
3262,27.183333,-0.004676,-0.698977,-0.004834,-0.715113,-0.663296,0.062778,-0.517949
3263,27.191667,-0.005063,-0.698940,-0.005047,-0.715145,-0.663251,0.062865,-0.517956
3264,27.200000,0.001481,-0.695967,-0.011585,-0.717979,-0.662705,0.062374,-0.518506
3265,27.208333,-0.004603,-0.698367,-0.005628,-0.715703,-0.663235,0.062885,-0.517999
3266,27.216667,-0.004932,-0.699171,-0.004927,-0.714921,-0.663310,0.062762,-0.517971
3267,27.225000,-0.004544,-0.698455,-0.005277,-0.715621,-0.663237,0.062783,-0.518030
3268,27.233333,-0.005162,-0.699028,-0.004701,-0.715061,-0.663290,0.062830,-0.517938
3269,27.241667,-0.004643,-0.698418,-0.005172,-0.715656,-0.663208,0.062846,-0.517981
3270,27.250000,-0.004623,-0.698935,-0.004780,-0.715154,-0.663296,0.062786,-0.517938
3271,27.258333,-0.004653,-0.698438,-0.005384,-0.715635,-0.663251,0.062758,-0.518030
3272,27.266667,-0.005099,-0.699008,-0.004761,-0.715080,-0.663301,0.062828,-0.517957
3273,27.275000,-0.004647,-0.698368,-0.005350,-0.715704,-0.663213,0.062874,-0.518019
3274,27.283333,-0.004776,-0.698487,-0.005286,-0.715587,-0.663203,0.062844,-0.517996
3275,27.291667,-0.004360,-0.698474,-0.005229,-0.715603,-0.663217,0.062833,-0.517974
3276,27.300000,-0.004499,-0.698412,-0.005409,-0.715661,-0.663212,0.062810,-0.518010
3277,27.308333,-0.004614,-0.698538,-0.005245,-0.715539,-0.663223,0.062902,-0.517987
3278,27.316667,-0.004905,-0.699039,-0.004852,-0.715050,-0.663291,0.062759,-0.517978
3279,27.325000,-0.004932,-0.699056,-0.004650,-0.715035,-0.663285,0.062809,-0.517941
3280,27.333333,-0.004574,-0.698411,-0.005433,-0.715662,-0.663230,0.062860,-0.518017
3281,27.341667,-0.004862,-0.698481,-0.004841,-0.715595,-0.663176,0.062874,-0.517985
3282,27.350000,-0.005320,-0.699076,-0.004522,-0.715013,-0.663273,0.062899,-0.517937
3283,27.358333,-0.004938,-0.698962,-0.004564,-0.715127,-0.663267,0.062828,-0.517945
3284,27.366667,-0.005106,-0.699066,-0.004645,-0.715024,-0.663270,0.062830,-0.517948
3285,27.375000,-0.004634,-0.698483,-0.005032,-0.715594,-0.663191,0.062797,-0.518025
3286,27.383333,-0.004444,-0.699057,-0.004907,-0.715035,-0.663287,0.062801,-0.517951
3287,27.391667,-0.004916,-0.698309,-0.005377,-0.715759,-0.663188,0.062892,-0.518023
3288,27.400000,-0.004146,-0.698298,-0.005673,-0.715773,-0.663222,0.062847,-0.518013
3289,27.408333,-0.004751,-0.698479,-0.005102,-0.715596,-0.663240,0.062798,-0.518025
3290,27.416667,-0.005055,-0.699091,-0.004911,-0.714998,-0.663278,0.062842,-0.517961
3291,27.425000,-0.004969,-0.699145,-0.004578,-0.714948,-0.663270,0.062843,-0.517914
3292,27.433333,-0.004520,-0.698471,-0.005608,-0.715602,-0.663230,0.062807,-0.518000
3293,27.441667,-0.004579,-0.698574,-0.005360,-0.715503,-0.663223,0.062771,-0.518043
3294,27.450000,-0.005076,-0.699038,-0.004912,-0.715050,-0.663256,0.062885,-0.517935
3295,27.458333,-0.004442,-0.698281,-0.005254,-0.715791,-0.663226,0.062842,-0.518027
3296,27.466667,-0.004963,-0.699050,-0.004823,-0.715039,-0.663286,0.062864,-0.517919
3297,27.475000,-0.004784,-0.698438,-0.005293,-0.715635,-0.663192,0.062859,-0.518009
3298,27.483333,-0.005089,-0.699094,-0.004657,-0.714997,-0.663264,0.062812,-0.517955
3299,27.491667,-0.004678,-0.698610,-0.004938,-0.715471,-0.663226,0.062825,-0.518027
3300,27.500000,-0.005142,-0.699037,-0.004763,-0.715052,-0.663292,0.062839,-0.517941
3301,27.508333,-0.004141,-0.698403,-0.005561,-0.715671,-0.663200,0.062847,-0.518027
3302,27.516667,-0.004876,-0.698887,-0.005021,-0.715198,-0.663291,0.062859,-0.517938
3303,27.525000,-0.005049,-0.698401,-0.005212,-0.715670,-0.663216,0.062910,-0.518011
3304,27.533333,-0.004412,-0.698962,-0.004682,-0.715130,-0.663256,0.062847,-0.517926
3305,27.541667,-0.004173,-0.698379,-0.005282,-0.715697,-0.663198,0.062849,-0.517989
3306,27.550000,-0.005090,-0.699003,-0.004750,-0.715085,-0.663283,0.062858,-0.517932
3307,27.558333,-0.005130,-0.698515,-0.005286,-0.715557,-0.663202,0.062860,-0.518005
3308,27.566667,-0.004545,-0.698567,-0.005074,-0.715513,-0.663233,0.062878,-0.517972
3309,27.575000,-0.004863,-0.699086,-0.004832,-0.715005,-0.663244,0.062906,-0.517901
3310,27.583333,-0.004520,-0.698539,-0.005336,-0.715538,-0.663249,0.062860,-0.518018
3311,27.591667,-0.004733,-0.698666,-0.004878,-0.715415,-0.663217,0.062853,-0.518038
3312,27.600000,-0.004679,-0.698545,-0.005205,-0.715532,-0.663203,0.062853,-0.517970
3313,27.608333,-0.004554,-0.698415,-0.005104,-0.715660,-0.663186,0.062854,-0.517991
3314,27.616667,-0.004342,-0.698440,-0.005146,-0.715637,-0.663204,0.062788,-0.518040
3315,27.625000,-0.004851,-0.698497,-0.005113,-0.715579,-0.663209,0.062866,-0.517990
3316,27.633333,-0.004362,-0.698419,-0.005472,-0.715654,-0.663218,0.062831,-0.518013
3317,27.641667,-0.004512,-0.698470,-0.005154,-0.715607,-0.663230,0.062833,-0.518002
3318,27.650000,-0.005000,-0.699066,-0.004962,-0.715022,-0.663279,0.062860,-0.517973
3319,27.658333,-0.005471,-0.699158,-0.004539,-0.714932,-0.663289,0.062897,-0.517899
3320,27.666667,-0.004305,-0.698318,-0.005598,-0.715753,-0.663223,0.062831,-0.518027
3321,27.675000,-0.005142,-0.698949,-0.004885,-0.715136,-0.663261,0.062902,-0.517928
3322,27.683333,-0.005057,-0.698959,-0.004845,-0.715127,-0.663292,0.062853,-0.517952
3323,27.691667,-0.004915,-0.698491,-0.005137,-0.715584,-0.663214,0.062878,-0.518003
3324,27.700000,-0.004853,-0.699148,-0.004554,-0.714946,-0.663267,0.062884,-0.517928
3325,27.708333,-0.004329,-0.699022,-0.004822,-0.715071,-0.663264,0.062883,-0.517916
3326,27.716667,-0.004179,-0.698487,-0.005104,-0.715593,-0.663198,0.062879,-0.518003
3327,27.725000,-0.004539,-0.698899,-0.005020,-0.715188,-0.663273,0.062833,-0.517961
3328,27.733333,-0.004677,-0.698434,-0.005151,-0.715641,-0.663196,0.062866,-0.517990
3329,27.741667,-0.005389,-0.698557,-0.005285,-0.715514,-0.663231,0.062809,-0.518053
3330,27.750000,-0.004837,-0.699103,-0.004896,-0.714988,-0.663280,0.062849,-0.517954
3331,27.758333,-0.004506,-0.698522,-0.005223,-0.715555,-0.663216,0.062833,-0.518002
3332,27.766667,-0.004539,-0.699005,-0.004836,-0.715086,-0.663294,0.062821,-0.517954
3333,27.775000,-0.005125,-0.698485,-0.005329,-0.715586,-0.663246,0.062883,-0.518023
3334,27.783333,-0.004781,-0.698536,-0.005269,-0.715540,-0.663238,0.062860,-0.518029
3335,27.791667,-0.005127,-0.699038,-0.004544,-0.715051,-0.663262,0.062836,-0.517957
3336,27.800000,-0.004727,-0.698572,-0.005115,-0.715506,-0.663238,0.062842,-0.518037
3337,27.808333,-0.004411,-0.698536,-0.005388,-0.715541,-0.663220,0.062826,-0.518022
3338,27.816667,-0.004401,-0.698431,-0.005419,-0.715643,-0.663241,0.062839,-0.518014
3339,27.825000,-0.005333,-0.699026,-0.004521,-0.715062,-0.663314,0.062842,-0.517994
3340,27.833333,-0.004727,-0.698902,-0.005175,-0.715183,-0.663249,0.062915,-0.517937
3341,27.841667,-0.005242,-0.698948,-0.004942,-0.715136,-0.663231,0.062920,-0.517928
3342,27.850000,-0.004733,-0.699022,-0.004747,-0.715069,-0.663284,0.062876,-0.517951
3343,27.858333,-0.004218,-0.698371,-0.005526,-0.715702,-0.663207,0.062854,-0.518008
3344,27.866667,-0.004596,-0.698434,-0.005191,-0.715641,-0.663216,0.062808,-0.518023
3345,27.875000,-0.005211,-0.698992,-0.004901,-0.715094,-0.663273,0.062905,-0.517938
3346,27.883333,-0.004261,-0.698354,-0.005579,-0.715718,-0.663206,0.062890,-0.517970
3347,27.891667,-0.004566,-0.698301,-0.005414,-0.715769,-0.663175,0.062871,-0.517984
3348,27.900000,-0.004768,-0.698308,-0.005214,-0.715762,-0.663191,0.062855,-0.518015
3349,27.908333,-0.004507,-0.699027,-0.004912,-0.715065,-0.663292,0.062891,-0.517933
3350,27.916667,-0.005430,-0.699228,-0.004638,-0.714863,-0.663328,0.062876,-0.517982
3351,27.925000,-0.004951,-0.698509,-0.005250,-0.715565,-0.663237,0.062837,-0.518013
3352,27.933333,-0.004833,-0.699037,-0.004955,-0.715052,-0.663305,0.062827,-0.517947
3353,27.941667,-0.005060,-0.699006,-0.004824,-0.715082,-0.663300,0.062870,-0.517932
3354,27.950000,-0.004381,-0.698421,-0.005507,-0.715653,-0.663235,0.062851,-0.518027
3355,27.958333,-0.005131,-0.699025,-0.004879,-0.715062,-0.663275,0.062857,-0.517923
3356,27.966667,-0.004737,-0.698375,-0.005272,-0.715697,-0.663216,0.062885,-0.518003
3357,27.975000,-0.004798,-0.699024,-0.005067,-0.715065,-0.663297,0.062842,-0.517932
3358,27.983333,-0.004526,-0.698456,-0.005102,-0.715620,-0.663220,0.062801,-0.518024
3359,27.991667,-0.005031,-0.699112,-0.004608,-0.714980,-0.663299,0.062828,-0.517950
3360,28.000000,-0.005126,-0.699173,-0.004616,-0.714919,-0.663304,0.062842,-0.517964
3361,28.008333,-0.005071,-0.699016,-0.004881,-0.715072,-0.663296,0.062804,-0.517968
3362,28.016667,-0.005064,-0.699120,-0.004872,-0.714970,-0.663284,0.062840,-0.517941
3363,28.025000,-0.005043,-0.699121,-0.004498,-0.714972,-0.663293,0.062820,-0.517990
3364,28.033333,-0.004857,-0.699056,-0.004946,-0.715034,-0.663289,0.062822,-0.517965
3365,28.041667,-0.004469,-0.698583,-0.004924,-0.715498,-0.663238,0.062803,-0.517997
3366,28.050000,-0.004925,-0.698477,-0.004969,-0.715598,-0.663221,0.062843,-0.518016
3367,28.058333,-0.004672,-0.698505,-0.005127,-0.715572,-0.663208,0.062863,-0.518016
3368,28.066667,-0.004719,-0.698458,-0.004984,-0.715618,-0.663194,0.062873,-0.518048
3369,28.075000,-0.005122,-0.698484,-0.005155,-0.715589,-0.663215,0.062865,-0.518013
3370,28.083333,-0.004381,-0.698339,-0.005499,-0.715733,-0.663192,0.062861,-0.518006
3371,28.091667,-0.004929,-0.699081,-0.004802,-0.715009,-0.663302,0.062799,-0.517977
3372,28.100000,-0.005121,-0.699110,-0.004640,-0.714981,-0.663280,0.062889,-0.517922
3373,28.108333,-0.004483,-0.698421,-0.005155,-0.715654,-0.663207,0.062835,-0.518015
3374,28.116667,-0.004621,-0.698545,-0.005017,-0.715534,-0.663233,0.062818,-0.518031
3375,28.125000,-0.005170,-0.699109,-0.004471,-0.714982,-0.663302,0.062894,-0.517967
3376,28.133333,-0.004924,-0.698997,-0.004798,-0.715091,-0.663277,0.062879,-0.517934
3377,28.141667,-0.005170,-0.698887,-0.004936,-0.715196,-0.663269,0.062851,-0.517942
3378,28.150000,-0.004751,-0.698455,-0.005046,-0.715621,-0.663207,0.062815,-0.518019
3379,28.158333,-0.004639,-0.698451,-0.005181,-0.715624,-0.663243,0.062826,-0.518048
3380,28.166667,-0.005784,-0.699256,-0.004399,-0.714834,-0.663263,0.062876,-0.517948
3381,28.175000,-0.004534,-0.698535,-0.005326,-0.715542,-0.663224,0.062841,-0.518010
3382,28.183333,-0.004316,-0.698930,-0.004881,-0.715161,-0.663267,0.062848,-0.517926
3383,28.191667,-0.004551,-0.698348,-0.005227,-0.715725,-0.663214,0.062815,-0.518045
3384,28.200000,-0.004413,-0.698523,-0.004905,-0.715558,-0.663237,0.062823,-0.518000
3385,28.208333,-0.003659,-0.698444,-0.005461,-0.715635,-0.663209,0.062838,-0.518025
3386,28.216667,-0.005260,-0.699177,-0.004429,-0.714915,-0.663268,0.062874,-0.517940
3387,28.225000,-0.005249,-0.698557,-0.005214,-0.715516,-0.663209,0.062873,-0.518035
3388,28.233333,-0.004940,-0.699026,-0.004491,-0.715066,-0.663280,0.062841,-0.517949
3389,28.241667,-0.004616,-0.699060,-0.005155,-0.715029,-0.663262,0.062909,-0.517933
3390,28.250000,-0.004591,-0.699041,-0.004693,-0.715052,-0.663280,0.062888,-0.517919
3391,28.258333,-0.005101,-0.699137,-0.004468,-0.714956,-0.663266,0.062922,-0.517938
3392,28.266667,-0.004471,-0.698693,-0.004865,-0.715391,-0.663242,0.062875,-0.518031
3393,28.275000,-0.004714,-0.698339,-0.005410,-0.715731,-0.663230,0.062848,-0.518025
3394,28.283333,-0.005445,-0.698953,-0.005000,-0.715129,-0.663274,0.062864,-0.517957
3395,28.291667,-0.005065,-0.698447,-0.005411,-0.715623,-0.663238,0.062876,-0.518025
3396,28.300000,-0.004805,-0.698592,-0.005203,-0.715486,-0.663214,0.062834,-0.518029
3397,28.308333,-0.005273,-0.699097,-0.004868,-0.714991,-0.663296,0.062874,-0.517930
3398,28.316667,-0.005537,-0.699149,-0.004731,-0.714939,-0.663284,0.062892,-0.517961
3399,28.325000,-0.004941,-0.699099,-0.004817,-0.714992,-0.663294,0.062841,-0.517976
3400,28.333333,-0.004642,-0.698475,-0.005211,-0.715600,-0.663227,0.062850,-0.518032
3401,28.341667,-0.004791,-0.698431,-0.004952,-0.715644,-0.663251,0.062879,-0.518001
3402,28.350000,-0.005053,-0.698832,-0.005101,-0.715250,-0.663287,0.062815,-0.517975
3403,28.358333,-0.005076,-0.699113,-0.004893,-0.714977,-0.663256,0.062896,-0.517928
3404,28.366667,-0.004911,-0.699031,-0.004999,-0.715057,-0.663315,0.062861,-0.517975
3405,28.375000,-0.005075,-0.699021,-0.004959,-0.715066,-0.663296,0.062871,-0.517935
3406,28.383333,-0.005189,-0.698985,-0.004768,-0.715101,-0.663301,0.062813,-0.517991
3407,28.391667,-0.004447,-0.698404,-0.005009,-0.715673,-0.663241,0.062818,-0.518005
3408,28.400000,-0.005560,-0.699033,-0.004640,-0.715053,-0.663284,0.062901,-0.517959
3409,28.408333,-0.004244,-0.698279,-0.005689,-0.715790,-0.663223,0.062878,-0.518034
3410,28.416667,-0.004634,-0.698459,-0.005441,-0.715614,-0.663243,0.062870,-0.518017
3411,28.425000,-0.004425,-0.698444,-0.005466,-0.715630,-0.663217,0.062923,-0.518017
3412,28.433333,-0.004373,-0.698428,-0.005063,-0.715649,-0.663220,0.062815,-0.518026
3413,28.441667,-0.005112,-0.699118,-0.004867,-0.714972,-0.663293,0.062857,-0.517976
3414,28.450000,-0.005261,-0.699005,-0.004797,-0.715081,-0.663276,0.062817,-0.517976
3415,28.458333,-0.004650,-0.698967,-0.004802,-0.715123,-0.663301,0.062820,-0.518009
3416,28.466667,-0.005388,-0.698837,-0.005017,-0.715243,-0.663285,0.062877,-0.517962
3417,28.475000,-0.005074,-0.699165,-0.004514,-0.714928,-0.663297,0.062855,-0.517965
3418,28.483333,-0.005005,-0.699104,-0.004834,-0.714986,-0.663315,0.062805,-0.517984
3419,28.491667,-0.004915,-0.698648,-0.005075,-0.715431,-0.663248,0.062863,-0.518031
3420,28.500000,-0.005018,-0.699026,-0.005027,-0.715061,-0.663296,0.062850,-0.517975
3421,28.508333,-0.004268,-0.698563,-0.005001,-0.715518,-0.663261,0.062794,-0.518038
3422,28.516667,-0.004976,-0.698498,-0.004923,-0.715578,-0.663191,0.062878,-0.518000
3423,28.525000,-0.005004,-0.699046,-0.004575,-0.715044,-0.663280,0.062873,-0.517957
3424,28.533333,-0.004753,-0.698392,-0.005269,-0.715680,-0.663231,0.062900,-0.517983
3425,28.541667,-0.005109,-0.698440,-0.005329,-0.715631,-0.663250,0.062874,-0.518031
3426,28.550000,-0.004754,-0.699050,-0.004640,-0.715042,-0.663284,0.062884,-0.517928
3427,28.558333,-0.004658,-0.699026,-0.004778,-0.715065,-0.663294,0.062853,-0.517965
3428,28.566667,-0.005197,-0.699048,-0.004518,-0.715042,-0.663307,0.062867,-0.517928
3429,28.575000,-0.004409,-0.698544,-0.005016,-0.715536,-0.663199,0.062860,-0.517985
3430,28.583333,-0.004912,-0.699066,-0.005070,-0.715022,-0.663285,0.062868,-0.517958
