Format Version,1.21,Take Name,evo_flight_11,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-07-20 10.57.49 AM,Total Frames in Take,14678,Total Exported Frames,14678,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z
10841,90.341667,-0.009447,-0.726621,-0.007921,-0.686928,-1.503495,1.629684,1.590445
10842,90.350000,-0.012976,-0.727071,-0.012387,-0.686328,-1.504797,1.628906,1.589357
10843,90.358333,-0.017118,-0.726897,-0.011880,-0.686430,-1.505299,1.627836,1.588831
10844,90.366667,-0.022040,-0.726653,-0.015284,-0.686481,-1.505180,1.627135,1.587722
10845,90.375000,-0.024361,-0.726893,-0.015951,-0.686133,-1.506111,1.626295,1.586745
10846,90.383333,-0.027542,-0.726657,-0.019710,-0.686165,-1.507062,1.625668,1.585508
10847,90.391667,-0.031522,-0.726497,-0.021431,-0.686112,-1.506948,1.624997,1.584717
10848,90.400000,-0.031429,-0.726903,-0.020855,-0.685704,-1.507291,1.624203,1.584129
10849,90.408333,-0.035225,-0.726253,-0.022098,-0.686169,-1.507735,1.623598,1.582804
10850,90.416667,-0.034486,-0.726430,-0.023144,-0.685985,-1.508334,1.623000,1.582281
10851,90.425000,-0.038981,-0.726289,-0.022499,-0.685915,-1.508316,1.622431,1.582139
10852,90.433333,-0.038551,-0.725974,-0.021792,-0.686294,-1.508143,1.622157,1.581883
10853,90.441667,-0.040697,-0.725543,-0.022026,-0.686619,-1.508075,1.621892,1.581587
10854,90.450000,-0.037026,-0.727037,-0.018651,-0.685345,-1.507869,1.621016,1.582419
10855,90.458333,-0.041138,-0.725086,-0.019878,-0.687141,-1.507213,1.620786,1.582578
10856,90.466667,-0.041848,-0.724821,-0.018035,-0.687429,-1.507303,1.620603,1.582163
10857,90.475000,-0.043209,-0.725796,-0.016370,-0.686357,-1.507087,1.620523,1.582696
10858,90.483333,-0.044449,-0.724732,-0.014355,-0.687446,-1.506445,1.619854,1.582874
10859,90.491667,-0.044436,-0.724673,-0.010717,-0.687575,-1.506537,1.619408,1.582190
10860,90.500000,-0.045569,-0.724980,-0.009323,-0.687198,-1.506734,1.619121,1.581797
10861,90.508333,-0.045171,-0.725328,-0.004949,-0.686902,-1.506539,1.618175,1.581614
10862,90.516667,-0.047066,-0.725040,-0.002522,-0.687092,-1.506081,1.618173,1.581612
10863,90.525000,-0.047351,-0.725787,-0.000829,-0.686288,-1.506040,1.618077,1.581590
10864,90.533333,-0.047759,-0.722751,-0.000106,-0.689457,-1.504705,1.618523,1.582994
10865,90.541667,-0.049074,-0.720458,-0.000384,-0.691760,-1.503282,1.619032,1.584209
10866,90.550000,-0.051232,-0.719596,-0.000212,-0.692500,-1.502446,1.619466,1.584806
10867,90.558333,-0.045996,-0.720047,0.005442,-0.692378,-1.502208,1.618593,1.584419
10868,90.566667,-0.047507,-0.718943,0.007033,-0.693407,-1.501377,1.618653,1.584996
10869,90.575000,-0.045198,-0.720355,0.006877,-0.692097,-1.500553,1.619055,1.585819
10870,90.583333,-0.048761,-0.722970,0.013028,-0.689033,-1.500147,1.617895,1.584752
10871,90.591667,-0.050090,-0.723305,0.016354,-0.688516,-1.499624,1.617344,1.583768
10872,90.600000,-0.050304,-0.728595,0.020049,-0.682800,-1.501404,1.615515,1.579552
10873,90.608333,-0.048474,-0.728695,0.021992,-0.682767,-1.499905,1.615079,1.580512
10874,90.616667,-0.049267,-0.728648,0.024912,-0.682659,-1.498568,1.614661,1.580778
10875,90.625000,-0.050878,-0.729856,0.024670,-0.681259,-1.497715,1.614852,1.580717
10876,90.633333,-0.050380,-0.728093,0.025582,-0.683146,-1.495798,1.614542,1.581070
10877,90.641667,-0.051651,-0.727866,0.027786,-0.683206,-1.494577,1.614122,1.581516
10878,90.650000,-0.054138,-0.729057,0.025590,-0.681828,-1.493122,1.614471,1.581688
10879,90.658333,-0.051289,-0.729330,0.026799,-0.681710,-1.490292,1.614276,1.582250
10880,90.666667,-0.052942,-0.727681,0.027398,-0.683320,-1.488489,1.614081,1.582588
10881,90.675000,-0.053712,-0.728915,0.026420,-0.681982,-1.487263,1.614432,1.582909
10882,90.683333,-0.053501,-0.728426,0.023676,-0.682622,-1.484020,1.614543,1.583773
10883,90.691667,-0.051834,-0.728189,0.024447,-0.682977,-1.481606,1.614353,1.584284
10884,90.700000,-0.052153,-0.728368,0.022776,-0.682818,-1.479639,1.614953,1.584509
10885,90.708333,-0.051405,-0.727555,0.021839,-0.683772,-1.476742,1.615350,1.585188
10886,90.716667,-0.051026,-0.727538,0.023409,-0.683766,-1.474248,1.615173,1.585993
10887,90.725000,-0.049957,-0.727926,0.021628,-0.683492,-1.471625,1.615942,1.586370
10888,90.733333,-0.044697,-0.727314,0.022957,-0.684463,-1.468952,1.615856,1.586739
10889,90.741667,-0.041299,-0.727402,0.023523,-0.684564,-1.465618,1.616255,1.588017
10890,90.750000,-0.043695,-0.727141,0.023322,-0.684699,-1.462761,1.617002,1.588452
10891,90.758333,-0.039732,-0.726995,0.023473,-0.685090,-1.459925,1.617305,1.589020
10892,90.766667,-0.038090,-0.727322,0.025510,-0.684763,-1.456962,1.617336,1.589700
10893,90.775000,-0.039841,-0.726267,0.027224,-0.685717,-1.452976,1.617714,1.590884
10894,90.783333,-0.037210,-0.726630,0.030268,-0.685353,-1.450181,1.617305,1.591305
10895,90.791667,-0.036872,-0.726946,0.030764,-0.685014,-1.446887,1.617525,1.591663
10896,90.800000,-0.034665,-0.726549,0.035370,-0.685328,-1.443798,1.617128,1.592396
10897,90.808333,-0.035742,-0.726926,0.035263,-0.684878,-1.439654,1.617023,1.593308
10898,90.816667,-0.034315,-0.728046,0.038773,-0.683570,-1.436729,1.616706,1.593820
10899,90.825000,-0.035257,-0.728601,0.040579,-0.682826,-1.433687,1.616496,1.594003
10900,90.833333,-0.033073,-0.725853,0.042988,-0.685708,-1.429221,1.616024,1.594713
10901,90.841667,-0.031508,-0.725565,0.044891,-0.685964,-1.425128,1.615850,1.595270
10902,90.850000,-0.033844,-0.727067,0.045648,-0.684211,-1.421569,1.615564,1.596094
10903,90.858333,-0.028564,-0.726735,0.048153,-0.684633,-1.416542,1.614760,1.596803
10904,90.866667,-0.029887,-0.725863,0.048301,-0.685491,-1.412250,1.614679,1.597160
10905,90.875000,-0.024487,-0.726319,0.048824,-0.685184,-1.408758,1.614417,1.597424
10906,90.883333,-0.025556,-0.727659,0.049869,-0.683646,-1.405403,1.614219,1.597866
10907,90.891667,-0.022197,-0.726421,0.051535,-0.684955,-1.400786,1.613891,1.598527
10908,90.900000,-0.020446,-0.726625,0.053154,-0.684670,-1.397843,1.613544,1.598425
10909,90.908333,-0.016413,-0.728555,0.052682,-0.682761,-1.394815,1.613374,1.598543
10910,90.916667,-0.017148,-0.725964,0.053939,-0.685400,-1.388520,1.612714,1.599334
10911,90.925000,-0.015458,-0.725517,0.054664,-0.685856,-1.380618,1.612209,1.599982
10912,90.933333,-0.013105,-0.727087,0.055953,-0.684136,-1.376040,1.611817,1.599664
10913,90.941667,-0.010771,-0.726102,0.055014,-0.685298,-1.371337,1.611462,1.600061
10914,90.950000,-0.009573,-0.724900,0.056679,-0.686451,-1.366216,1.610808,1.600316
10915,90.958333,-0.005465,-0.726110,0.057865,-0.685117,-1.361126,1.610449,1.600116
10916,90.966667,-0.002035,-0.728568,0.057407,-0.682561,-1.356431,1.610524,1.600062
10917,90.975000,-0.002125,-0.725885,0.057563,-0.685400,-1.351685,1.609953,1.599948
10918,90.983333,0.000476,-0.726427,0.058696,-0.684732,-1.347230,1.609443,1.600079
10919,90.991667,0.001781,-0.728396,0.058493,-0.682652,-1.342700,1.609230,1.599455
10920,91.000000,0.003988,-0.726950,0.059668,-0.684082,-1.334964,1.608657,1.599536
10921,91.008333,0.004895,-0.725350,0.059100,-0.685821,-1.330172,1.607959,1.599024
10922,91.016667,0.007736,-0.727180,0.060066,-0.683770,-1.325762,1.607647,1.598503
10923,91.025000,0.008431,-0.728275,0.061688,-0.682450,-1.320356,1.607272,1.598274
10924,91.033333,0.007968,-0.725393,0.062008,-0.685490,-1.312453,1.606754,1.597708
10925,91.041667,0.009839,-0.726543,0.062021,-0.684246,-1.308066,1.606210,1.596772
10926,91.050000,0.011513,-0.728339,0.062988,-0.682219,-1.302951,1.605801,1.596244
10927,91.058333,0.013565,-0.727025,0.062602,-0.683617,-1.296765,1.605436,1.595802
10928,91.066667,0.013825,-0.726540,0.061923,-0.684189,-1.290521,1.604560,1.594412
10929,91.075000,0.015167,-0.727794,0.060679,-0.682938,-1.284721,1.604455,1.593203
10930,91.083333,0.017818,-0.727769,0.060528,-0.682913,-1.278728,1.604136,1.592649
10931,91.091667,0.016871,-0.727285,0.060199,-0.683483,-1.273468,1.603650,1.591692
10932,91.100000,0.018220,-0.727389,0.058706,-0.683467,-1.265384,1.603728,1.589550
10933,91.108333,0.020386,-0.727582,0.057426,-0.683308,-1.259738,1.603341,1.588617
10934,91.116667,0.018737,-0.727177,0.057208,-0.683806,-1.253801,1.602921,1.587734
10935,91.125000,0.018551,-0.726877,0.058155,-0.684049,-1.246490,1.602177,1.585479
10936,91.133333,0.021611,-0.727018,0.056316,-0.683964,-1.240039,1.602160,1.583977
10937,91.141667,0.022235,-0.727374,0.055619,-0.683623,-1.233259,1.602124,1.582563
10938,91.150000,0.022455,-0.727882,0.056155,-0.683030,-1.228145,1.601470,1.580914
10939,91.158333,0.025746,-0.727992,0.054432,-0.682936,-1.221878,1.601295,1.578981
10940,91.166667,0.024902,-0.727389,0.055200,-0.683548,-1.213991,1.600680,1.577103
10941,91.175000,0.026184,-0.727294,0.055219,-0.683600,-1.207334,1.600323,1.575522
10942,91.183333,0.024716,-0.728338,0.052997,-0.682718,-1.201352,1.600348,1.572818
10943,91.191667,0.025665,-0.727062,0.052852,-0.684053,-1.194575,1.600242,1.571047
10944,91.200000,0.025025,-0.727710,0.052800,-0.683392,-1.188419,1.599991,1.569349
10945,91.208333,0.027544,-0.727653,0.053667,-0.683288,-1.181864,1.599282,1.566733
10946,91.216667,0.027149,-0.727096,0.051662,-0.684050,-1.174867,1.599371,1.564347
10947,91.225000,0.026603,-0.727204,0.052345,-0.683906,-1.167237,1.598970,1.561875
10948,91.233333,0.028203,-0.728199,0.050694,-0.682907,-1.160907,1.599016,1.559296
10949,91.241667,0.028134,-0.728162,0.049550,-0.683033,-1.154558,1.598877,1.556509
10950,91.250000,0.028796,-0.727435,0.051218,-0.683656,-1.148157,1.598563,1.554354
10951,91.258333,0.031575,-0.727407,0.050267,-0.683634,-1.140556,1.598340,1.552098
10952,91.266667,0.028727,-0.728296,0.049329,-0.682880,-1.134332,1.598283,1.548738
10953,91.275000,0.031351,-0.726659,0.049921,-0.684465,-1.126526,1.597994,1.545738
10954,91.283333,0.029938,-0.727283,0.048749,-0.683949,-1.118993,1.597958,1.542893
10955,91.291667,0.029596,-0.727634,0.048688,-0.683595,-1.112555,1.597865,1.539630
10956,91.300000,0.032840,-0.726954,0.049968,-0.684078,-1.105873,1.597496,1.536521
10957,91.308333,0.032398,-0.727500,0.047632,-0.683685,-1.098278,1.597646,1.533397
10958,91.316667,0.033340,-0.727602,0.048281,-0.683486,-1.091382,1.597744,1.530244
10959,91.325000,0.034507,-0.728041,0.048016,-0.682979,-1.084928,1.597572,1.526564
10960,91.333333,0.034246,-0.727458,0.047237,-0.683667,-1.077425,1.597702,1.523357
10961,91.341667,0.036810,-0.727720,0.046923,-0.683276,-1.069980,1.597775,1.520199
10962,91.350000,0.034547,-0.728251,0.045080,-0.682953,-1.063604,1.598072,1.515950
10963,91.358333,0.035436,-0.727348,0.046866,-0.683749,-1.056928,1.598313,1.512835
10964,91.366667,0.037062,-0.727817,0.046624,-0.683180,-1.049521,1.598418,1.509433
10965,91.375000,0.035272,-0.727962,0.045440,-0.683200,-1.043159,1.598625,1.505566
10966,91.383333,0.036157,-0.727559,0.045366,-0.683588,-1.034828,1.598778,1.501183
10967,91.391667,0.036403,-0.727846,0.044801,-0.683307,-1.026987,1.598745,1.497274
10968,91.400000,0.037084,-0.727863,0.044794,-0.683253,-1.020042,1.598917,1.493288
10969,91.408333,0.031916,-0.728506,0.044074,-0.682875,-1.013411,1.598915,1.488644
10970,91.416667,0.035437,-0.728510,0.042870,-0.682773,-1.005870,1.599804,1.484542
10971,91.425000,0.037002,-0.727925,0.041699,-0.683387,-0.998214,1.600009,1.480462
10972,91.433333,0.033132,-0.728621,0.040518,-0.682914,-0.991746,1.600251,1.475640
10973,91.441667,0.034246,-0.728012,0.040001,-0.683539,-0.984302,1.600580,1.471764
10974,91.450000,0.033132,-0.728600,0.037904,-0.683087,-0.976505,1.600713,1.467135
10975,91.458333,0.034351,-0.728075,0.036995,-0.683636,-0.969680,1.600762,1.462594
10976,91.466667,0.032993,-0.728655,0.036710,-0.683100,-0.962761,1.601074,1.457996
10977,91.475000,0.032213,-0.728796,0.034826,-0.683086,-0.955792,1.601706,1.453801
10978,91.483333,0.029021,-0.728446,0.036620,-0.683508,-0.948213,1.601700,1.449312
10979,91.491667,0.029802,-0.728915,0.034636,-0.683078,-0.941472,1.601943,1.444421
10980,91.500000,0.031535,-0.728545,0.033786,-0.683437,-0.933141,1.602353,1.438845
10981,91.508333,0.031078,-0.728988,0.031208,-0.683108,-0.925527,1.602888,1.434503
10982,91.516667,0.030224,-0.728059,0.029893,-0.684195,-0.918408,1.603241,1.428892
10983,91.525000,0.031073,-0.730163,0.029908,-0.681911,-0.912530,1.603675,1.424641
10984,91.533333,0.032344,-0.729269,0.029898,-0.682808,-0.904686,1.603644,1.419944
10985,91.541667,0.029297,-0.727908,0.027390,-0.684501,-0.896048,1.604484,1.414336
10986,91.550000,0.028221,-0.728574,0.028423,-0.683795,-0.889093,1.604496,1.408756
10987,91.558333,0.035007,-0.730656,0.026892,-0.681318,-0.882142,1.605287,1.403731
10988,91.566667,0.033294,-0.728986,0.026629,-0.683200,-0.874065,1.605730,1.398841
10989,91.575000,0.033074,-0.727429,0.024708,-0.684939,-0.867879,1.606144,1.394086
10990,91.583333,0.037218,-0.729055,0.025389,-0.682971,-0.859754,1.606437,1.388014
10991,91.591667,0.038455,-0.731174,0.026995,-0.680571,-0.852574,1.606877,1.382350
10992,91.600000,0.041083,-0.728360,0.025003,-0.683505,-0.844870,1.606787,1.377327
10993,91.608333,0.038614,-0.727437,0.024666,-0.684643,-0.837449,1.607728,1.372084
10994,91.616667,0.040635,-0.729496,0.025484,-0.682301,-0.830368,1.608084,1.366230
10995,91.625000,0.044382,-0.729600,0.025821,-0.681944,-0.822946,1.608189,1.360422
10996,91.633333,0.038963,-0.728030,0.025361,-0.683967,-0.815731,1.608597,1.355291
10997,91.641667,0.043560,-0.728753,0.024642,-0.682945,-0.809322,1.609077,1.350403
10998,91.650000,0.042593,-0.729874,0.024246,-0.681823,-0.801679,1.609253,1.344254
10999,91.658333,0.044251,-0.728192,0.025081,-0.683484,-0.795283,1.609443,1.339321
11000,91.666667,0.043225,-0.728373,0.026252,-0.683312,-0.786792,1.609786,1.332344
11001,91.675000,0.045923,-0.728941,0.025375,-0.682563,-0.780062,1.609919,1.326799
11002,91.683333,0.046941,-0.730024,0.024328,-0.681373,-0.773207,1.610422,1.321146
11003,91.691667,0.046821,-0.729239,0.026872,-0.682126,-0.766775,1.610203,1.315681
11004,91.700000,0.044097,-0.727473,0.023201,-0.684325,-0.757102,1.611374,1.308917
11005,91.708333,0.044322,-0.729945,0.022443,-0.681698,-0.750439,1.611682,1.301783
11006,91.716667,0.043957,-0.729289,0.022071,-0.682436,-0.744281,1.611910,1.296587
11007,91.725000,0.040919,-0.729686,0.021629,-0.682214,-0.736316,1.611654,1.289619
11008,91.733333,0.044415,-0.728641,0.019639,-0.683172,-0.728795,1.612723,1.283879
11009,91.741667,0.044114,-0.729365,0.019501,-0.682423,-0.721675,1.613217,1.277105
11010,91.750000,0.042900,-0.728766,0.019440,-0.683141,-0.715647,1.613291,1.271554
11011,91.758333,0.044370,-0.728447,0.018748,-0.683407,-0.707650,1.613191,1.265221
11012,91.766667,0.039607,-0.728961,0.017491,-0.683184,-0.702031,1.613521,1.259986
11013,91.775000,0.043733,-0.728595,0.016028,-0.683359,-0.695023,1.614016,1.253066
11014,91.783333,0.045686,-0.729281,0.018671,-0.682432,-0.686685,1.613566,1.245397
11015,91.791667,0.044973,-0.728784,0.016994,-0.683054,-0.679047,1.614279,1.238588
11016,91.800000,0.047025,-0.728350,0.015420,-0.683416,-0.671699,1.614895,1.232298
11017,91.808333,0.049457,-0.728223,0.015515,-0.683377,-0.665289,1.614600,1.225191
11018,91.816667,0.050814,-0.730528,0.014144,-0.680843,-0.658991,1.615144,1.218172
11019,91.825000,0.053502,-0.731218,0.015662,-0.679862,-0.651663,1.615120,1.211265
11020,91.833333,0.054059,-0.729509,0.013716,-0.681693,-0.644603,1.615407,1.204907
11021,91.841667,0.057871,-0.728544,0.016766,-0.682344,-0.638385,1.615247,1.198465
11022,91.850000,0.056932,-0.730143,0.016236,-0.680725,-0.631029,1.615426,1.190505
11023,91.858333,0.058243,-0.731566,0.017243,-0.679059,-0.625017,1.615382,1.184348
11024,91.866667,0.057025,-0.729227,0.017082,-0.681677,-0.617730,1.615332,1.177066
11025,91.875000,0.053288,-0.729329,0.016148,-0.681894,-0.611300,1.615487,1.170654
11026,91.883333,0.057593,-0.729653,0.017639,-0.681160,-0.604326,1.615493,1.162967
11027,91.891667,0.062538,-0.729492,0.015401,-0.680950,-0.597255,1.615294,1.155394
11028,91.900000,0.056079,-0.727982,0.017163,-0.683083,-0.591318,1.615304,1.148999
11029,91.908333,0.055432,-0.729775,0.017075,-0.681222,-0.584113,1.614802,1.140787
11030,91.916667,0.057388,-0.731852,0.016589,-0.678841,-0.578520,1.615078,1.133292
11031,91.925000,0.056451,-0.728365,0.014763,-0.682700,-0.571191,1.615104,1.126634
11032,91.933333,0.053298,-0.728078,0.014066,-0.683274,-0.565154,1.614951,1.119887
11033,91.941667,0.051095,-0.729056,0.012796,-0.682424,-0.558421,1.614930,1.111728
11034,91.950000,0.054541,-0.729410,0.013339,-0.681769,-0.552203,1.614345,1.103311
11035,91.958333,0.046750,-0.727679,0.009535,-0.684256,-0.545806,1.614453,1.096558
11036,91.966667,0.049898,-0.729105,0.006041,-0.682554,-0.539316,1.614641,1.088654
11037,91.975000,0.046177,-0.729334,0.004902,-0.682581,-0.533181,1.614418,1.080941
11038,91.983333,0.044919,-0.727117,0.003011,-0.685036,-0.526580,1.614517,1.073627
11039,91.991667,0.042472,-0.728183,0.001864,-0.684063,-0.520687,1.613934,1.065946
11040,92.000000,0.039541,-0.729441,-0.000083,-0.682900,-0.514854,1.614145,1.057887
11041,92.008333,0.040767,-0.727928,-0.001272,-0.684440,-0.508640,1.613758,1.049971
11042,92.016667,0.033946,-0.726235,-0.006809,-0.686574,-0.502027,1.614235,1.043434
11043,92.025000,0.037355,-0.728045,-0.007505,-0.684470,-0.495866,1.614083,1.034692
11044,92.033333,0.035596,-0.728543,-0.011223,-0.683983,-0.490261,1.613932,1.026415
11045,92.041667,0.029869,-0.727337,-0.011412,-0.685535,-0.484180,1.614040,1.019621
11046,92.050000,0.032386,-0.727073,-0.011349,-0.685702,-0.477851,1.613876,1.011562
11047,92.058333,0.032147,-0.725667,-0.017090,-0.687082,-0.471641,1.614144,1.003824
11048,92.066667,0.028881,-0.727791,-0.016683,-0.684988,-0.466316,1.614381,0.995749
11049,92.075000,0.026120,-0.727463,-0.017698,-0.685421,-0.459888,1.613509,0.988389
11050,92.083333,0.023495,-0.726179,-0.020212,-0.686807,-0.453452,1.614681,0.980730
11051,92.091667,0.029973,-0.725237,-0.022929,-0.687464,-0.447799,1.614226,0.972338
11052,92.100000,0.020622,-0.729797,-0.021113,-0.683027,-0.443203,1.614411,0.964619
11053,92.108333,0.028453,-0.728104,-0.021269,-0.684545,-0.436782,1.614417,0.957022
11054,92.116667,0.025654,-0.725448,-0.023998,-0.687380,-0.430488,1.614807,0.950049
11055,92.125000,0.028091,-0.726282,-0.022789,-0.686444,-0.425657,1.614457,0.941638
11056,92.133333,0.026596,-0.727939,-0.025365,-0.684656,-0.419907,1.614884,0.933585
11057,92.141667,0.028383,-0.728120,-0.024258,-0.684433,-0.414130,1.615036,0.926599
11058,92.150000,0.024760,-0.726317,-0.024304,-0.686484,-0.408449,1.615007,0.918862
11059,92.158333,0.027585,-0.727321,-0.023915,-0.685326,-0.403070,1.615047,0.911386
11060,92.166667,0.026437,-0.728356,-0.024685,-0.684244,-0.397231,1.615720,0.903600
11061,92.175000,0.028277,-0.727857,-0.028665,-0.684546,-0.392123,1.615639,0.895754
11062,92.183333,0.030043,-0.727258,-0.023912,-0.685290,-0.386715,1.615590,0.888445
11063,92.191667,0.025871,-0.727664,-0.025640,-0.684966,-0.380935,1.616190,0.881372
11064,92.200000,0.026683,-0.727328,-0.023205,-0.685378,-0.375773,1.615639,0.873965
11065,92.208333,0.029835,-0.727969,-0.024551,-0.684520,-0.370806,1.616284,0.866088
11066,92.216667,0.035023,-0.727934,-0.024635,-0.684309,-0.365126,1.615771,0.858363
11067,92.225000,0.028926,-0.727492,-0.023627,-0.685099,-0.359541,1.616483,0.851663
11068,92.233333,0.028861,-0.727596,-0.020413,-0.685094,-0.354743,1.615645,0.843601
11069,92.241667,0.028037,-0.727630,-0.023029,-0.685009,-0.350153,1.616609,0.836251
11070,92.250000,0.032310,-0.728472,-0.022649,-0.683939,-0.344572,1.616353,0.829220
11071,92.258333,0.030197,-0.727354,-0.022938,-0.685214,-0.339170,1.616454,0.822175
11072,92.266667,0.026560,-0.725916,-0.023869,-0.686855,-0.334440,1.616558,0.815398
11073,92.275000,0.029655,-0.727118,-0.022976,-0.685487,-0.329506,1.616527,0.806466
11074,92.283333,0.033176,-0.728487,-0.023835,-0.683841,-0.324359,1.616153,0.799749
11075,92.291667,0.029785,-0.727253,-0.022874,-0.685341,-0.319261,1.616088,0.792675
11076,92.300000,0.026431,-0.725190,-0.025094,-0.687583,-0.314793,1.616354,0.786057
11077,92.308333,0.030774,-0.727269,-0.026450,-0.685152,-0.310105,1.615605,0.777354
11078,92.316667,0.030557,-0.728218,-0.025503,-0.684189,-0.305340,1.614849,0.770389
11079,92.325000,0.028553,-0.726578,-0.025805,-0.686005,-0.299791,1.614706,0.763048
11080,92.333333,0.029072,-0.725048,-0.028033,-0.687513,-0.295131,1.614819,0.755550
11081,92.341667,0.029985,-0.726872,-0.025477,-0.685645,-0.290453,1.614743,0.748694
11082,92.350000,0.030611,-0.727993,-0.027466,-0.684350,-0.286468,1.614103,0.741147
11083,92.358333,0.031019,-0.725583,-0.025052,-0.686979,-0.281113,1.613413,0.734023
11084,92.366667,0.023885,-0.725415,-0.027222,-0.687358,-0.276645,1.614124,0.726980
11085,92.375000,0.026262,-0.726355,-0.029871,-0.686168,-0.272349,1.613201,0.719738
11086,92.383333,0.025534,-0.728128,-0.026655,-0.684447,-0.268050,1.613350,0.712499
11087,92.391667,0.028258,-0.726617,-0.025812,-0.685976,-0.263597,1.612131,0.704950
11088,92.400000,0.019461,-0.725535,-0.027306,-0.687368,-0.258964,1.612719,0.698656
11089,92.408333,0.028654,-0.727119,-0.023638,-0.685505,-0.254767,1.611685,0.691408
11090,92.416667,0.022965,-0.728070,-0.028129,-0.684540,-0.250840,1.611680,0.683807
11091,92.425000,0.021151,-0.725783,-0.027703,-0.687040,-0.245801,1.611614,0.677476
11092,92.433333,0.020882,-0.726221,-0.030287,-0.686476,-0.241492,1.610419,0.669750
11093,92.441667,0.015187,-0.726727,-0.030103,-0.686099,-0.237510,1.611291,0.663200
11094,92.450000,0.020203,-0.725980,-0.032876,-0.686633,-0.233072,1.610633,0.656856
11095,92.458333,0.019421,-0.724483,-0.031359,-0.688305,-0.229074,1.609936,0.649353
11096,92.466667,0.016030,-0.724716,-0.035030,-0.687970,-0.224798,1.610083,0.643300
11097,92.475000,0.014183,-0.726630,-0.033824,-0.686049,-0.220552,1.610048,0.635267
11098,92.483333,0.014571,-0.724737,-0.035332,-0.687965,-0.216778,1.608975,0.628664
11099,92.491667,0.015916,-0.724847,-0.034064,-0.687883,-0.212971,1.608741,0.621869
11100,92.500000,0.011693,-0.727134,-0.035243,-0.685490,-0.208496,1.608612,0.615014
11101,92.508333,0.011517,-0.725255,-0.038029,-0.687333,-0.204607,1.608424,0.608131
11102,92.516667,0.013584,-0.725048,-0.035643,-0.687641,-0.200875,1.608038,0.601699
11103,92.525000,0.014780,-0.725236,-0.040079,-0.687174,-0.196652,1.607540,0.594852
11104,92.533333,0.014571,-0.725708,-0.035730,-0.686919,-0.192606,1.607071,0.588390
11105,92.541667,0.013071,-0.726353,-0.038090,-0.686142,-0.189006,1.606929,0.581052
11106,92.550000,0.013997,-0.726312,-0.038975,-0.686117,-0.185799,1.606817,0.574957
11107,92.558333,0.012943,-0.726219,-0.038547,-0.686260,-0.181293,1.606625,0.569163
11108,92.566667,0.007877,-0.724911,-0.041170,-0.687566,-0.177652,1.606472,0.563279
11109,92.575000,0.011494,-0.725721,-0.041050,-0.686667,-0.174418,1.606346,0.555417
11110,92.583333,0.016571,-0.727003,-0.038876,-0.685333,-0.170681,1.605769,0.549643
11111,92.591667,0.013809,-0.725510,-0.040205,-0.686898,-0.166306,1.605661,0.543412
11112,92.600000,0.010794,-0.724177,-0.041503,-0.688279,-0.163134,1.605863,0.537955
11113,92.608333,0.013548,-0.725738,-0.041184,-0.686603,-0.159689,1.605487,0.530381
11114,92.616667,0.014511,-0.727099,-0.039083,-0.685266,-0.156541,1.604613,0.524605
11115,92.625000,0.014425,-0.725845,-0.040658,-0.686504,-0.152372,1.604548,0.518589
11116,92.633333,0.013906,-0.723695,-0.043712,-0.688594,-0.149120,1.604363,0.512940
11117,92.641667,0.011646,-0.725580,-0.042231,-0.686742,-0.145971,1.603947,0.506047
11118,92.650000,0.013658,-0.726819,-0.041295,-0.685450,-0.142249,1.602816,0.499961
11119,92.658333,0.014089,-0.725660,-0.041527,-0.686654,-0.138793,1.603066,0.494046
11120,92.666667,0.012651,-0.723749,-0.044102,-0.688537,-0.135756,1.603145,0.489297
11121,92.675000,0.011991,-0.724688,-0.042714,-0.687648,-0.132113,1.602760,0.482564
11122,92.683333,0.014701,-0.726910,-0.041436,-0.685324,-0.129497,1.601959,0.476266
11123,92.691667,0.018025,-0.726437,-0.040310,-0.685813,-0.125890,1.601160,0.470185
11124,92.700000,0.012149,-0.724298,-0.042126,-0.688092,-0.122688,1.601244,0.464832
11125,92.708333,0.014759,-0.725711,-0.041711,-0.686576,-0.119696,1.600607,0.459057
11126,92.716667,0.016300,-0.727419,-0.040889,-0.684780,-0.116871,1.600017,0.452784
11127,92.725000,0.018497,-0.725663,-0.038940,-0.686699,-0.113164,1.599505,0.447556
11128,92.733333,0.012998,-0.725417,-0.039647,-0.687044,-0.110388,1.599018,0.441860
11129,92.741667,0.016398,-0.725798,-0.039913,-0.686553,-0.107648,1.598260,0.436327
11130,92.750000,0.017064,-0.727162,-0.040865,-0.685036,-0.104697,1.597922,0.430577
11131,92.758333,0.015863,-0.726014,-0.036795,-0.686512,-0.101443,1.597014,0.425427
